min,max,avg
1,2,1.0377358490566038
1,3,1.2037037037037037
1,2,1.0714285714285714
1,2,1.125
1,2,1.037037037037037
1,2,1.0620689655172413
1,1,1.0
1,3,1.0863309352517985
1,8,1.2884615384615385
1,1,1.0
1,5,1.2262773722627738
1,1,1.0
1,3,1.25
1,1,1.0
1,2,1.1363636363636365
1,2,1.048780487804878
1,1,1.0
1,3,1.0648148148148149
1,3,1.1111111111111112
1,1,1.0
1,1,1.0
1,3,1.1043478260869566
1,3,1.1204819277108433
1,2,1.1268292682926828
1,3,1.1888888888888889
1,1,1.0
1,3,1.0786516853932584
1,1,1.0
1,2,1.0294117647058822
1,2,1.0909090909090908
1,1,1.0
1,1,1.0
1,3,1.04
1,1,1.0
1,7,1.904642409033877
1,4,1.7076923076923076
1,2,1.0421052631578946
1,1,1.0
1,3,1.1255813953488372
1,1,1.0
1,2,1.1538461538461537
1,2,1.0671140939597314
1,3,1.103448275862069
1,1,1.0
1,2,1.1363636363636365
1,1,1.0
1,3,1.089655172413793
1,1,1.0
1,3,1.145985401459854
1,1,1.0
1,1,1.0
1,1,1.0
1,2,1.08
1,1,1.0
1,6,1.2489270386266094
1,2,1.0740740740740742
1,2,1.0163934426229508
1,2,1.079136690647482
1,1,1.0
1,2,1.0285714285714285
1,3,1.2758620689655173
1,3,1.2075471698113207
1,4,1.25
1,7,1.521341463414634
1,3,1.1523178807947019
1,1,1.0
1,3,1.1369047619047619
1,1,1.0
1,5,1.25
1,1,1.0
1,1,1.0
1,1,1.0
1,6,1.4125
1,2,1.0714285714285714
1,1,1.0
1,1,1.0
1,1,1.0
1,1,1.0
1,1,1.0
1,3,1.098901098901099
1,2,1.0714285714285714
1,2,1.0106382978723405
1,1,1.0
1,2,1.1333333333333333
1,2,1.082191780821918
1,2,1.0769230769230769
1,2,1.1111111111111112
1,3,1.125
1,2,1.0416666666666667
1,5,1.5506912442396312
1,2,1.1162790697674418
1,2,1.0793650793650793
1,1,1.0
1,3,1.1336633663366336
1,5,1.4708171206225682
1,2,1.0533333333333332
1,3,1.0704225352112675
1,2,1.12
1,1,1.0
1,1,1.0
1,2,1.146341463414634
1,1,1.0
1,4,1.1875
1,2,1.0909090909090908
1,1,1.0
1,5,1.1964285714285714
1,5,1.4059945504087195
1,2,1.05
1,2,1.0454545454545454
1,4,1.0594059405940595
1,1,1.0
1,4,1.1166666666666667
1,3,1.1302083333333333
1,2,1.0344827586206897
1,5,1.4132231404958677
1,5,1.7857142857142858
1,3,1.2169811320754718
1,1,1.0
1,3,1.3571428571428572
1,2,1.065217391304348
1,2,1.0344827586206897
1,3,1.1818181818181819
1,2,1.0240963855421688
1,4,1.1764705882352942
1,2,1.0421052631578946
1,1,1.0
1,1,1.0
1,8,1.4375
1,2,1.0434782608695652
1,1,1.0
1,4,1.25
1,4,1.2418300653594772
1,1,1.0
1,1,1.0
1,4,1.2302405498281788
1,3,1.088235294117647
1,3,1.163265306122449
1,1,1.0
1,5,1.3349633251833741
1,1,1.0
1,4,1.25
1,2,1.1363636363636365
1,2,1.1111111111111112
1,11,2.3452380952380953
1,3,1.2075471698113207
1,4,1.25
1,4,1.3186813186813187
1,3,1.1142857142857143
1,2,1.021505376344086
1,1,1.0
1,2,1.0714285714285714
1,6,1.5901639344262295
1,2,1.1369863013698631
1,4,1.0602409638554218
1,2,1.25
1,2,1.0163934426229508
1,1,1.0
1,1,1.0
1,3,1.095959595959596
1,1,1.0
1,3,1.132
1,1,1.0
1,2,1.1111111111111112
1,1,1.0
1,1,1.0
1,4,1.25
1,4,1.259433962264151
1,1,1.0
1,3,1.09375
1,1,1.0
1,3,1.1864951768488745
1,2,1.0163934426229508
1,1,1.0
1,1,1.0
1,3,1.0990990990990992
1,1,1.0
1,1,1.0
1,5,1.3310185185185186
1,1,1.0
1,1,1.0
1,3,1.3796296296296295
1,3,1.1
1,1,1.0
1,2,1.035294117647059
1,3,1.1111111111111112
